         11929346 function calls (11503602 primitive calls) in 10.075 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2266    0.004    0.000    0.343    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:128(list_children)
      781    0.004    0.000    0.004    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewOperation}
     1200    0.004    0.000    0.064    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\math_ops.py:1435(r_binary_op_wrapper)
    40420    0.004    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:171(__enter__)
     1562    0.004    0.000    0.004    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
        1    0.004    0.004    0.600    0.600 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:94(show_game)
    18801    0.004    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\enum.py:745(__hash__)
    45668    0.004    0.000    0.004    0.000 {method 'isupper' of 'str' objects}
     1082    0.003    0.000    0.012    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5837(get_controller)
       35    0.003    0.000    0.003    0.000 {built-in method nt.stat}
     5665    0.003    0.000    0.006    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:6285(get_default_graph)
      400    0.003    0.000    0.519    0.001 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\dqn_model.py:103(get_Q)
      274    0.003    0.000    0.010    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:2150(_signature_from_function)
    25701    0.003    0.000    0.006    0.000 {built-in method builtins.setattr}
      967    0.003    0.000    0.007    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:183(_sequence_like)
     8918    0.003    0.000    0.018    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:715(attackers_mask)
     1693    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
      273    0.003    0.000    0.015    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:1129(getfullargspec)
    12638    0.003    0.000    0.007    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:853(ndims)
      400    0.003    0.000    3.253    0.008 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:137(num_rep_action_q_values)
6691/4616    0.003    0.000    0.045    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\contextlib.py:112(__enter__)
    13363    0.003    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:834(rank)
     6691    0.003    0.000    0.010    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\contextlib.py:242(helper)
      794    0.003    0.000    0.017    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:465(inner_cm)
       76    0.003    0.000    0.003    0.000 {built-in method builtins.compile}
     1202    0.003    0.000    0.040    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:1694(is_game_over)
     1200    0.003    0.000    0.320    0.000 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:151(possible_actions)
     1212    0.003    0.000    0.006    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:3354(generate_castling_moves)
    26342    0.003    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:131(square_file)
      280    0.003    0.000    0.053    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\graph_only_ops.py:25(graph_placeholder)
     2201    0.003    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:2314(_set_castling_fen)
     1147    0.003    0.000    0.010    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\handle_data_util.py:25(copy_handle_data)
    10090    0.003    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:131(_wrap_key)
    11600    0.003    0.000    0.010    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:2580(type)
     1469    0.003    0.000    0.007    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\tokenize.py:429(_tokenize)
      915    0.003    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1226(as_proto)
      400    0.003    0.000    0.007    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:1969(push)
      814    0.003    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\c_api_util.py:204(tf_output)
      800    0.003    0.000    0.021    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\execute.py:227(args_to_matching_eager)
 5595/164    0.003    0.000    0.021    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\gast\astn.py:9(_visit)
      408    0.003    0.000    0.047    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:8456(reshape)
      446    0.003    0.000    0.015    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:2196(_build_call_outputs)
      751    0.003    0.000    0.037    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:661(_get_resource_inputs)
      800    0.003    0.000    0.003    0.000 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:134(<listcomp>)
    12864    0.003    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:3655(__contains__)
    13240    0.003    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:60(__hash__)
     3020    0.003    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\anno.py:134(setanno)
      781    0.003    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:7222(_reconstruct_sequence_inputs)
      401    0.003    0.000    0.371    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:1621(_call_with_flat_signature)
      404    0.002    0.000    0.004    0.000 {built-in method builtins.print}
     4561    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
       76    0.002    0.000    0.055    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\lift_to_graph.py:59(_copy_non_source)
     1181    0.002    0.000    0.015    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:649(_pack_sequence_as)
     1106    0.002    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:4395(name_scope)
     2960    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:54(<genexpr>)
3487/3367    0.002    0.000    0.025    0.000 {built-in method builtins.any}
     7083    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\compat.py:86(as_text)
      547    0.002    0.000    0.024    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:85(get_read_write_resource_inputs)
      800    0.002    0.000    0.166    0.000 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:122(simplify_state)
       76    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationToNodeDef}
      859    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3349(_add_op)
      401    0.002    0.000    0.374    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:1603(_call_impl)
     1396    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:909(_mode)
     1985    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:2515(__init__)
      400    0.002    0.000    0.031    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:8560(reshape_eager_fallback)
     5119    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\anno.py:123(getanno)
     3068    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\warnings.py:181(_add_filter)
     6115    0.002    0.000    0.015    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:718(is_attacked_by)
      703    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
    26688    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\typing.py:1333(cast)
1978/1906    0.002    0.000    0.060    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:617(_method_wrapper)
     2396    0.002    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\tf_decorator.py:193(unwrap)
     7028    0.002    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\compat.py:110(as_str)
       39    0.002    0.000    0.002    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteGraph}
       20    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1210    0.002    0.000    0.021    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:6557(mul)
      800    0.002    0.000    0.014    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\math_ops.py:1728(_add_dispatch)
     7095    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:211(msb)
  2808/33    0.002    0.000    0.049    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\converter.py:307(visit)
     5665    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:5814(get_default)
     2204    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:575(_clear_board)
  1336/55    0.002    0.000    0.007    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:409(generic_visit)
    17388    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:135(square_rank)
    13329    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:771(<listcomp>)
      577    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:279(parallel_walk)
     2787    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\compat.py:60(as_bytes)
      717    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\tf_decorator.py:61(make_decorator)
     1899    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:181(__init__)
    19514    0.002    0.000    0.002    0.000 {built-in method builtins.id}
     1210    0.002    0.000    0.032    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\math_ops.py:1759(_mul_dispatch)
        1    0.002    0.002    0.002    0.002 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContext}
        4    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\lib\io\file_io.py:221(close)
    12651    0.002    0.000    0.002    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
      635    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:760(value_to_attr_value)
      400    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
     6732    0.002    0.000    0.006    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\anno.py:152(copyanno)
     6200    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:51(__eq__)
     3068    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\warnings.py:458(__enter__)
      800    0.002    0.000    0.176    0.000 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\chessrl.py:127(num_rep_state)
       20    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\version_utils.py:96(swap_class)
   820/50    0.002    0.000    0.011    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\generic_utils.py:468(serialize_keras_object)
       27    0.002    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_util.py:357(make_tensor_proto)
  418/406    0.002    0.000    0.029    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:806(map_structure)
      402    0.002    0.000    0.003    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:2145(castling_xfen)
       80    0.002    0.000    0.005    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3080(__init__)
     2010    0.002    0.000    0.002    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:2993(clean_castling_rights)
     2786    0.002    0.000    0.004    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\object_identity.py:202(update)
    43/35    0.002    0.000    0.529    0.015 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\func_graph.py:967(func_graph_from_py_func)
